Date,ADA-USD_ADJCLOSE,ADA-USD_CLOSE,ADA-USD_HIGH,ADA-USD_LOW,ADA-USD_OPEN,ADA-USD_VOLUME
2020-01-31,0.0537929981946945,0.0537929981946945,0.0565669983625412,0.0522699989378452,0.0560339987277984,130754832.0
2020-02-01,0.0560920014977455,0.0560920014977455,0.0571479983627796,0.0532810017466545,0.0538359992206096,110646744.0
2020-02-02,0.0557680018246173,0.0557680018246173,0.0584499984979629,0.0549249984323978,0.0561099983751773,161454527.0
2020-02-03,0.0569790005683898,0.0569790005683898,0.0577119998633861,0.0553800016641616,0.0557239986956119,106658349.0
2020-02-04,0.0559960007667541,0.0559960007667541,0.0576630011200904,0.054237000644207,0.0569659993052482,108933031.0
2020-02-05,0.0592309981584548,0.0592309981584548,0.0598509982228279,0.0556749999523162,0.0559849999845027,138149931.0
2020-02-06,0.0597570016980171,0.0597570016980171,0.0605800002813339,0.0582589991390705,0.0592430010437965,136652023.0
2020-02-07,0.0597900003194808,0.0597900003194808,0.062279999256134,0.0595749989151954,0.0597559995949268,132154530.0
2020-02-08,0.059944000095129,0.059944000095129,0.0611429996788501,0.0576069988310337,0.0597519986331462,135969080.0
2020-02-09,0.0618089996278286,0.0618089996278286,0.0622150003910064,0.0598980002105236,0.0599379986524581,137945919.0
2020-02-10,0.060394000262022,0.060394000262022,0.0619410015642643,0.0584659986197948,0.0618240013718605,137083309.0
2020-02-11,0.063228003680706,0.063228003680706,0.063228003680706,0.0589179992675781,0.0603450015187263,203550299.0
2020-02-12,0.0683730021119117,0.0683730021119117,0.0701730027794838,0.0631930008530616,0.0631930008530616,220517194.0
2020-02-13,0.0685809999704361,0.0685809999704361,0.0720700025558471,0.0659879967570304,0.0683329999446868,251519041.0
2020-02-14,0.0705799981951713,0.0705799981951713,0.0709889978170394,0.0674649998545646,0.0685869976878166,183283803.0
2020-02-15,0.0638630017638206,0.0638630017638206,0.0711399987339973,0.0627579987049102,0.0705799981951713,190925361.0
2020-02-16,0.0626540035009384,0.0626540035009384,0.0669310018420219,0.0573850013315677,0.0639889985322952,206918460.0
2020-02-17,0.0600420013070106,0.0600420013070106,0.062559999525547,0.0560359992086887,0.062559999525547,198079706.0
2020-02-18,0.0625969991087913,0.0625969991087913,0.0630379989743232,0.0582830011844635,0.0600599981844425,184674402.0
2020-02-19,0.0576450005173683,0.0576450005173683,0.0628689974546432,0.0573729984462261,0.0626040026545524,166141953.0
2020-02-20,0.0582600012421608,0.0582600012421608,0.0586760006844997,0.0559360012412071,0.0574299991130828,201763470.0
2020-02-21,0.0586399994790554,0.0586399994790554,0.0599140003323555,0.0576619990170002,0.0581859983503818,180464941.0
2020-02-22,0.0583360008895397,0.0583360008895397,0.0590230002999305,0.0569810010492801,0.0585770010948181,132866697.0
2020-02-23,0.0615100003778934,0.0615100003778934,0.0617429986596107,0.0581910014152526,0.058322999626398,190486307.0
2020-02-24,0.0589599981904029,0.0589599981904029,0.0616980008780956,0.0575190000236034,0.0615440011024475,203582108.0
2020-02-25,0.0563639998435974,0.0563639998435974,0.0589759983122348,0.0561459995806217,0.0589529983699321,178219320.0
2020-02-26,0.0494530014693737,0.0494530014693737,0.0564900003373622,0.0473739989101886,0.0562959983944892,207080423.0
2020-02-27,0.049685001373291,0.049685001373291,0.0519189983606338,0.0465109981596469,0.0494359992444515,158104507.0
2020-02-28,0.0486159995198249,0.0486159995198249,0.05120600014925,0.0470810011029243,0.0496620014309883,153965237.0
2020-02-29,0.0475409999489784,0.0475409999489784,0.0498789995908737,0.0475409999489784,0.0486080013215541,94074240.0
2020-03-01,0.0459319986402988,0.0459319986402988,0.0481670014560222,0.0452620014548301,0.0475060008466243,96716581.0
2020-03-02,0.0489530004560947,0.0489530004560947,0.0496339984238147,0.0455880016088485,0.0458839982748031,106582073.0
2020-03-03,0.048760998994112,0.048760998994112,0.0493689998984336,0.0478430017828941,0.0489129982888698,117373434.0
2020-03-04,0.0490039996802806,0.0490039996802806,0.0502680018544197,0.0482340008020401,0.048760998994112,136505373.0
2020-03-05,0.0510569997131824,0.0510569997131824,0.0523069985210895,0.049015000462532,0.049015000462532,112291734.0
2020-03-06,0.0514479987323284,0.0514479987323284,0.0517220012843608,0.0502719990909099,0.0510409995913505,100834829.0
2020-03-07,0.0489449985325336,0.0489449985325336,0.0516999997198581,0.0485539995133876,0.0515279993414878,90448414.0
2020-03-08,0.0432909987866878,0.0432909987866878,0.0489270016551017,0.0429809987545013,0.0489270016551017,111437013.0
2020-03-09,0.041482001543045,0.041482001543045,0.0439470000565052,0.0392710007727146,0.0432309992611408,125578007.0
2020-03-10,0.0414949990808963,0.0414949990808963,0.0429559983313083,0.0407660007476806,0.0415540002286434,103411534.0
2020-03-11,0.0396489985287189,0.0396489985287189,0.0417300015687942,0.0376560017466545,0.0414940007030963,103084587.0
2020-03-12,0.0239610001444816,0.0239610001444816,0.0397009998559951,0.0239610001444816,0.0396270006895065,179944370.0
2020-03-13,0.0284369997680187,0.0284369997680187,0.0292279999703168,0.0191300008445978,0.0239540003240108,202296978.0
2020-03-14,0.0260090008378028,0.0260090008378028,0.0289760008454322,0.0257450006902217,0.0284620001912117,65051356.0
2020-03-15,0.0271199997514486,0.0271199997514486,0.0287890005856752,0.0258210003376007,0.0259589999914169,67311254.0
2020-03-16,0.0241209995001554,0.0241209995001554,0.0271109994500875,0.0222200006246566,0.0271109994500875,94985577.0
2020-03-17,0.0252429991960525,0.0252429991960525,0.0262109991163015,0.0241100005805492,0.0241100005805492,75837864.0
2020-03-18,0.0253359992057085,0.0253359992057085,0.0259930007159709,0.0246089994907379,0.0252090003341436,77546807.0
2020-03-19,0.0304509997367858,0.0304509997367858,0.0317149981856346,0.0253049992024898,0.025314999744296,119348856.0
2020-03-20,0.0293680001050233,0.0293680001050233,0.0337020009756088,0.0274930000305175,0.0304150003939867,142131507.0
2020-03-21,0.0294139999896287,0.0294139999896287,0.0302719995379447,0.0281039997935295,0.0293659996241331,94598889.0
2020-03-22,0.0270889997482299,0.0270889997482299,0.0302559994161129,0.027013000100851,0.0294460002332925,78698656.0
2020-03-23,0.0290820002555847,0.0290820002555847,0.0290820002555847,0.0267530009150505,0.0270889997482299,92453324.0
2020-03-24,0.0301629994064569,0.0301629994064569,0.0302510000765323,0.0287170000374317,0.0290920007973909,88827461.0
2020-03-25,0.0294380001723766,0.0294380001723766,0.0304409991949796,0.0289750006049871,0.0301869995892047,83388813.0
2020-03-26,0.0307270009070634,0.0307270009070634,0.0307420007884502,0.0293509997427463,0.0294380001723766,81633746.0
2020-03-27,0.0293010007590055,0.0293010007590055,0.0312099996954202,0.0292140003293752,0.0307289995253086,85517314.0
2020-03-28,0.0297710001468658,0.0297710001468658,0.029976999387145,0.0281899999827146,0.029254000633955,85338156.0
2020-03-29,0.0282489992678165,0.0282489992678165,0.029849000275135,0.0282249990850687,0.0297379996627569,71027469.0
2020-03-30,0.0298730004578828,0.0298730004578828,0.0300719998776912,0.0281240008771419,0.0282179992645978,81661518.0
2020-03-31,0.0305530000478029,0.0305530000478029,0.0306359995156526,0.0296819992363452,0.0298250000923872,79871856.0
2020-04-01,0.0308550000190734,0.0308550000190734,0.0308550000190734,0.0295550003647804,0.0305530000478029,92295629.0
2020-04-02,0.0319840013980865,0.0319840013980865,0.0330570004880428,0.0308410003781318,0.0308410003781318,106987595.0
2020-04-03,0.032294999808073,0.032294999808073,0.0327150002121925,0.0317069999873638,0.0319610014557838,89797916.0
2020-04-04,0.0325049981474876,0.0325049981474876,0.0325589999556541,0.031870000064373,0.032294999808073,89146987.0
2020-04-05,0.0320030003786087,0.0320030003786087,0.0325619988143444,0.031700000166893,0.0325170010328292,64845688.0
2020-04-06,0.035615999251604,0.035615999251604,0.0356170013546943,0.0319340005517005,0.0319989994168281,117138445.0
2020-04-07,0.0351370014250278,0.0351370014250278,0.0368690006434917,0.0348449982702732,0.0356549993157386,117230378.0
2020-04-08,0.0363139994442462,0.0363139994442462,0.0365950018167495,0.0351199992001056,0.035130999982357,100892761.0
2020-04-09,0.0361980013549327,0.0361980013549327,0.0365969985723495,0.0355740003287792,0.0362790003418922,86398497.0
2020-04-10,0.0332150012254715,0.0332150012254715,0.0362389981746673,0.0325439982116222,0.0361620001494884,95977717.0
2020-04-11,0.0333539992570877,0.0333539992570877,0.0340120010077953,0.0327720008790493,0.0332150012254715,75648111.0
2020-04-12,0.0338059999048709,0.0338059999048709,0.0346679985523223,0.033075001090765,0.0333289988338947,73751090.0
2020-04-13,0.0331070013344287,0.0331070013344287,0.0338310003280639,0.0320699997246265,0.0337820015847682,84000834.0
2020-04-14,0.0329740010201931,0.0329740010201931,0.0336860008537769,0.0327810011804103,0.0331230014562606,74633336.0
2020-04-15,0.0318630002439022,0.0318630002439022,0.033695001155138,0.0318389981985092,0.0329589992761611,68238171.0
2020-04-16,0.0344079993665218,0.0344079993665218,0.0346119999885559,0.031241999939084,0.0318999998271465,101314083.0
2020-04-17,0.0345729999244213,0.0345729999244213,0.0349039994180202,0.034290999174118,0.0344280004501342,79385033.0
2020-04-18,0.0365529991686344,0.0365529991686344,0.036821000277996,0.0345750004053115,0.0346230007708072,89893451.0
2020-04-19,0.0358159989118576,0.0358159989118576,0.0368379987776279,0.0356299988925457,0.0365730002522468,87523446.0
2020-04-20,0.0341770015656948,0.0341770015656948,0.0367049984633922,0.0341579988598823,0.0358060002326965,94301265.0
2020-04-21,0.0346999987959861,0.0346999987959861,0.034995000809431,0.0340319983661174,0.0341599993407726,86348515.0
2020-04-22,0.0365590006113052,0.0365590006113052,0.0367330014705657,0.0345439985394477,0.0346879996359348,78891247.0
2020-04-23,0.0406050011515617,0.0406050011515617,0.041847001761198,0.0365240015089511,0.0365700013935565,162468134.0
2020-04-24,0.0418680012226104,0.0418680012226104,0.043843001127243,0.040617000311613,0.040617000311613,176233806.0
2020-04-25,0.042408000677824,0.042408000677824,0.0436690002679824,0.041397999972105,0.0418700017035007,101619889.0
2020-04-26,0.0458789989352226,0.0458789989352226,0.0462240017950534,0.0422319993376731,0.0424050018191337,150611027.0
2020-04-27,0.0466010011732578,0.0466010011732578,0.0476719997823238,0.0446439981460571,0.0459380000829696,168989554.0
2020-04-28,0.0471949987113475,0.0471949987113475,0.04806499928236,0.046264998614788,0.046629998832941,144584235.0
2020-04-29,0.0516950003802776,0.0516950003802776,0.051996998488903,0.047019001096487,0.0472300015389919,192508666.0
2020-04-30,0.0478460006415843,0.0478460006415843,0.0542570017278194,0.0475649982690811,0.05171699821949,242494651.0
2020-05-01,0.0512599982321262,0.0512599982321262,0.0519549995660781,0.047775998711586,0.0478259995579719,169546437.0
2020-05-02,0.0510139986872673,0.0510139986872673,0.0515099987387657,0.049890998750925,0.0511960014700889,128138136.0
2020-05-03,0.0489289984107017,0.0489289984107017,0.051690999418497,0.048310998827219,0.0510319992899894,139890791.0
2020-05-04,0.0496639981865882,0.0496639981865882,0.0502279996871948,0.0465230010449886,0.0489640012383461,172243659.0
2020-05-05,0.0493579991161823,0.0493579991161823,0.0505019985139369,0.0490490011870861,0.0496679991483688,128066778.0
2020-05-06,0.0497669987380504,0.0497669987380504,0.0511280000209808,0.0489830002188682,0.0493020005524158,131357244.0
2020-05-07,0.0511059984564781,0.0511059984564781,0.051486998796463,0.0488569997251033,0.0497400015592575,143479708.0
2020-05-08,0.0523030012845993,0.0523030012845993,0.0535390004515647,0.050985999405384,0.0510829985141754,172647716.0
2020-05-09,0.0517360009253025,0.0517360009253025,0.0530279986560344,0.0515220016241073,0.0522589981555938,141642171.0
2020-05-10,0.0476769991219043,0.0476769991219043,0.0517439991235733,0.0450030006468296,0.0517439991235733,227335948.0
2020-05-11,0.0481080003082752,0.0481080003082752,0.0494499988853931,0.0454900003969669,0.0476960018277168,206327744.0
2020-05-12,0.0504209995269775,0.0504209995269775,0.0509329997003078,0.0479060001671314,0.0480940006673336,170879029.0
2020-05-13,0.0514720007777214,0.0514720007777214,0.0520449988543987,0.0497240014374256,0.0503670014441013,148356780.0
2020-05-14,0.0508899986743927,0.0508899986743927,0.05188500136137,0.0504809990525245,0.0513649992644786,144469842.0
2020-05-15,0.0504629984498024,0.0504629984498024,0.051766999065876,0.0500140003859996,0.05086600035429,142644324.0
2020-05-16,0.0509320013225078,0.0509320013225078,0.0512290000915527,0.0500839985907077,0.0504230000078678,123913485.0
2020-05-17,0.0513430014252662,0.0513430014252662,0.0520780012011528,0.0509129986166954,0.0509129986166954,115459525.0
2020-05-18,0.0542519986629486,0.0542519986629486,0.0548270009458065,0.0510939992964267,0.0512939989566803,182874559.0
2020-05-19,0.0564489997923374,0.0564489997923374,0.056887000799179,0.0528579987585544,0.0542239993810653,186581379.0
2020-05-20,0.0568750016391277,0.0568750016391277,0.0573260001838207,0.0546500012278556,0.0564589984714984,203310637.0
2020-05-21,0.0522460006177425,0.0522460006177425,0.0574820004403591,0.0505749993026256,0.0568690001964569,228349552.0
2020-05-22,0.0558330006897449,0.0558330006897449,0.0569260008633136,0.051520001143217,0.0522830002009868,224368474.0
2020-05-23,0.0553219988942146,0.0553219988942146,0.056437000632286,0.0544949993491172,0.0558400005102157,131277191.0
2020-05-24,0.052641000598669,0.052641000598669,0.0560499988496303,0.0526290014386177,0.0552649982273578,108565176.0
2020-05-25,0.0540109984576702,0.0540109984576702,0.0543450005352497,0.0511289983987808,0.0521880015730857,183914564.0
2020-05-26,0.0534299984574317,0.0534299984574317,0.0541599988937377,0.0520340017974376,0.053881000727415,162232161.0
2020-05-27,0.0551830008625984,0.0551830008625984,0.0559139996767044,0.0532229989767074,0.0534799993038177,185161265.0
2020-05-28,0.0645589977502822,0.0645589977502822,0.0671790018677711,0.0550500005483627,0.0551199987530708,368087319.0
2020-05-29,0.0646599978208541,0.0646599978208541,0.0666659995913505,0.0628969967365264,0.0646449998021125,393626086.0
2020-05-30,0.0769580006599426,0.0769580006599426,0.0772499963641166,0.0638180002570152,0.0647770017385482,591436389.0
2020-05-31,0.0743520036339759,0.0743520036339759,0.0860290005803108,0.0725969970226287,0.0769049972295761,848945702.0
2020-06-01,0.0811680033802986,0.0811680033802986,0.0823850035667419,0.0736590027809143,0.0742440000176429,681780739.0
2020-06-02,0.0784559994935989,0.0784559994935989,0.0824500024318695,0.0739680007100105,0.0809829980134964,588732847.0
2020-06-03,0.085438996553421,0.085438996553421,0.0856639966368675,0.0774210020899772,0.0785180032253265,558410069.0
2020-06-04,0.0890000015497207,0.0890000015497207,0.0900890007615089,0.0844070017337799,0.0853639990091323,593406535.0
2020-06-05,0.0854419991374015,0.0854419991374015,0.0891629979014396,0.0843259990215301,0.0890500023961067,357717348.0
2020-06-06,0.0860259979963302,0.0860259979963302,0.0871729999780654,0.0851759985089302,0.0854490026831626,230814840.0
2020-06-07,0.0866539999842643,0.0866539999842643,0.0886040031909942,0.083016000688076,0.0860349982976913,317140970.0
2020-06-08,0.0864299982786178,0.0864299982786178,0.0870129987597465,0.0846009999513626,0.0867030024528503,212837064.0
2020-06-09,0.0834069997072219,0.0834069997072219,0.0865299999713897,0.0834069997072219,0.0864439979195594,213123820.0
2020-06-10,0.0835309997200965,0.0835309997200965,0.0837759971618652,0.0799919962882995,0.0833939984440803,326625304.0
2020-06-11,0.0753600001335144,0.0753600001335144,0.0851470008492469,0.0743319988250732,0.0835400000214576,321763381.0
2020-06-12,0.0795539990067482,0.0795539990067482,0.0806680023670196,0.0751689970493316,0.0753680020570755,244019082.0
2020-06-13,0.0790280029177665,0.0790280029177665,0.0796570032835006,0.0775730013847351,0.0796130001544952,161430428.0
2020-06-14,0.0767479985952377,0.0767479985952377,0.0791729986667633,0.076385997235775,0.0791030004620552,142625977.0
2020-06-15,0.0783869996666908,0.0783869996666908,0.0798600018024444,0.0697700008749961,0.0767479985952377,330333741.0
2020-06-16,0.0790729969739914,0.0790729969739914,0.0797170028090477,0.0770609974861145,0.0783810019493103,216508724.0
2020-06-17,0.0834449976682663,0.0834449976682663,0.0836609974503517,0.0776209980249404,0.079084999859333,294705846.0
2020-06-18,0.082174003124237,0.082174003124237,0.0844549983739852,0.080376997590065,0.0834449976682663,244522788.0
2020-06-19,0.0796030014753341,0.0796030014753341,0.0821390002965927,0.0789539963006973,0.0821390002965927,211649409.0
2020-06-20,0.0793389976024627,0.0793389976024627,0.0804430022835731,0.0774409994482994,0.0796030014753341,167247006.0
2020-06-21,0.0784749984741211,0.0784749984741211,0.0809319987893104,0.0782980024814605,0.0793180018663406,151949751.0
2020-06-22,0.0836099982261657,0.0836099982261657,0.0836099982261657,0.0784320011734962,0.0784720033407211,202271174.0
2020-06-23,0.0829500034451484,0.0829500034451484,0.0840179994702339,0.0815090015530586,0.0834119990468025,184078790.0
2020-06-24,0.0825830027461052,0.0825830027461052,0.0870110020041465,0.0805889964103698,0.0829920023679733,302220209.0
2020-06-25,0.0816909968852996,0.0816909968852996,0.0834869965910911,0.0795190036296844,0.0826160013675689,207010908.0
2020-06-26,0.0805609971284866,0.0805609971284866,0.082006998360157,0.0798590034246444,0.0817319974303245,163378517.0
2020-06-27,0.0776790007948875,0.0776790007948875,0.0812389999628067,0.0761089995503425,0.0805580019950866,148184221.0
2020-06-28,0.0803920030593872,0.0803920030593872,0.0814130008220672,0.0762510001659393,0.0776790007948875,188871401.0
2020-06-29,0.0838700011372566,0.0838700011372566,0.0843359977006912,0.0803380012512207,0.0803920030593872,275593607.0
2020-06-30,0.0831160023808479,0.0831160023808479,0.0849789977073669,0.0820259973406791,0.0838479995727539,208687716.0
2020-07-01,0.0959540009498596,0.0959540009498596,0.0960849970579147,0.0825330018997192,0.0831120014190673,411496624.0
2020-07-02,0.0943259969353675,0.0943259969353675,0.0968969985842704,0.0890619978308677,0.0968969985842704,416119936.0
2020-07-03,0.0965379998087883,0.0965379998087883,0.1014830023050308,0.0927210003137588,0.094318002462387,449087829.0
2020-07-04,0.0999519973993301,0.0999519973993301,0.1005679965019226,0.0961429998278617,0.0966520011425018,325220890.0
2020-07-05,0.0982109978795051,0.0982109978795051,0.0999649986624717,0.0944079980254173,0.0999649986624717,262132088.0
2020-07-06,0.105221003293991,0.105221003293991,0.1055890023708343,0.0973339974880218,0.0982109978795051,336062177.0
2020-07-07,0.1175540015101432,0.1175540015101432,0.1188030019402504,0.103142999112606,0.1049569994211196,575537074.0
2020-07-08,0.1299079954624176,0.1299079954624176,0.1365540027618408,0.1155399978160858,0.1174900010228157,1161107598.0
2020-07-09,0.1242929995059967,0.1242929995059967,0.1299079954624176,0.1182610020041465,0.1299079954624176,659099389.0
2020-07-10,0.118316002190113,0.118316002190113,0.1244169995188713,0.1110330000519752,0.1242299973964691,513272164.0
2020-07-11,0.1252139955759048,0.1252139955759048,0.1267150044441223,0.117926999926567,0.1183490008115768,393237279.0
2020-07-12,0.1267829984426498,0.1267829984426498,0.1278389990329742,0.1211970001459121,0.12534099817276,340033778.0
2020-07-13,0.1241559982299804,0.1241559982299804,0.1348289996385574,0.1221830025315284,0.1267829984426498,553867759.0
2020-07-14,0.1319629997014999,0.1319629997014999,0.1342670023441314,0.1215640008449554,0.124269001185894,449379997.0
2020-07-15,0.1303689926862716,0.1303689926862716,0.132421001791954,0.1275600045919418,0.1319960057735443,292680349.0
2020-07-16,0.1259219944477081,0.1259219944477081,0.1324580013751983,0.1194809973239898,0.1303970068693161,423824352.0
2020-07-17,0.1224860027432441,0.1224860027432441,0.1264909952878952,0.1219459995627403,0.1259640008211136,231984863.0
2020-07-18,0.122477002441883,0.122477002441883,0.1243150010704994,0.1184820011258125,0.122307002544403,221333950.0
2020-07-19,0.1237120032310485,0.1237120032310485,0.1245570033788681,0.1212180033326149,0.1224839985370636,159010744.0
2020-07-20,0.1179239973425865,0.1179239973425865,0.1240309998393058,0.1169409975409507,0.1237230002880096,176280626.0
2020-07-21,0.1229650005698204,0.1229650005698204,0.1242320016026496,0.1169129982590675,0.1179039999842643,208927329.0
2020-07-22,0.1239219978451728,0.1239219978451728,0.124328002333641,0.1206300035119056,0.122980996966362,157853191.0
2020-07-23,0.1237730011343956,0.1237730011343956,0.1258590072393417,0.1236509978771209,0.1239669993519783,201587814.0
2020-07-24,0.1218879967927932,0.1218879967927932,0.1240850016474723,0.1210509985685348,0.1239179968833923,198707995.0
2020-07-25,0.1435779929161071,0.1435779929161071,0.144675999879837,0.1219249963760376,0.1219249963760376,630341416.0
2020-07-26,0.1481080055236816,0.1481080055236816,0.1537050008773803,0.1412860006093979,0.1429709941148758,743098554.0
2020-07-27,0.1387709975242614,0.1387709975242614,0.1493140012025833,0.1302590072154998,0.1478909999132156,745732008.0
2020-07-28,0.1485980004072189,0.1485980004072189,0.1502200067043304,0.1355189979076385,0.1387619972229004,638080214.0
2020-07-29,0.1398790031671524,0.1398790031671524,0.149396002292633,0.1391800045967102,0.1486469954252243,451915307.0
2020-07-30,0.1405880004167556,0.1405880004167556,0.1421889960765838,0.1372620016336441,0.139967992901802,257573327.0
2020-07-31,0.1387979984283447,0.1387979984283447,0.1409900039434433,0.1365420073270797,0.1406729966402053,230659122.0
2020-08-01,0.1435730010271072,0.1435730010271072,0.1458290070295334,0.138497993350029,0.1387979984283447,362476707.0
2020-08-02,0.1335050016641616,0.1335050016641616,0.1470900028944015,0.13018399477005,0.1437560021877288,421324885.0
2020-08-03,0.1373350024223327,0.1373350024223327,0.1381199955940246,0.1325960010290146,0.1334979981184005,248378862.0
2020-08-04,0.1430180072784423,0.1430180072784423,0.1476189941167831,0.1368079930543899,0.1373320072889328,376096013.0
2020-08-05,0.1426949948072433,0.1426949948072433,0.1451749950647354,0.1416590064764022,0.1431290060281753,274829819.0
2020-08-06,0.1440480053424835,0.1440480053424835,0.1456090062856674,0.1405629962682724,0.1427039951086044,278613533.0
2020-08-07,0.1391550004482269,0.1391550004482269,0.1469489932060241,0.1349889934062957,0.1440799981355667,620550178.0
2020-08-08,0.1457809954881668,0.1457809954881668,0.1474239975214004,0.1381279975175857,0.1390890032052993,325527431.0
2020-08-09,0.1452440023422241,0.1452440023422241,0.1520140022039413,0.1428170055150985,0.1463149935007095,426878184.0
2020-08-10,0.1438550055027008,0.1438550055027008,0.1465909928083419,0.142888993024826,0.1453810036182403,311836535.0
2020-08-11,0.1374360024929046,0.1374360024929046,0.1447950005531311,0.1334639936685562,0.1437090039253235,595072471.0
2020-08-12,0.1373980045318603,0.1373980045318603,0.1389189958572387,0.1248499974608421,0.1374240070581436,434540367.0
2020-08-13,0.1412449926137924,0.1412449926137924,0.1431570053100586,0.1336379945278167,0.1374990046024322,470617782.0
2020-08-14,0.1383379995822906,0.1383379995822906,0.1424510031938552,0.1381019949913025,0.141317993402481,355732407.0
2020-08-15,0.1383029967546463,0.1383029967546463,0.1406320035457611,0.1373340040445327,0.1382839977741241,343504348.0
2020-08-16,0.1384710073471069,0.1384710073471069,0.1391669958829879,0.1364330053329467,0.1383450031280517,284566480.0
2020-08-17,0.1409199982881546,0.1409199982881546,0.144116997718811,0.1383969932794571,0.1384710073471069,425628203.0
2020-08-18,0.1374270021915435,0.1374270021915435,0.143104001879692,0.1361549943685531,0.1408179998397827,340692991.0
2020-08-19,0.1292749941349029,0.1292749941349029,0.1379649937152862,0.128147006034851,0.1374270021915435,383288760.0
2020-08-20,0.1336420029401779,0.1336420029401779,0.1339129954576492,0.1276859939098358,0.1293089985847473,314037834.0
2020-08-21,0.1237599998712539,0.1237599998712539,0.1338659971952438,0.1231269985437393,0.1335359960794448,363034924.0
2020-08-22,0.1252759993076324,0.1252759993076324,0.1257440000772476,0.1200380027294159,0.1237469986081123,296099194.0
2020-08-23,0.1215950027108192,0.1215950027108192,0.1256629973649978,0.1204980015754699,0.1251509934663772,232234230.0
2020-08-24,0.1244880035519599,0.1244880035519599,0.1263100057840347,0.1208759993314743,0.1215810030698776,278021260.0
2020-08-25,0.1132920011878013,0.1132920011878013,0.1245919987559318,0.1083720028400421,0.1245250031352043,431857369.0
2020-08-26,0.1152850016951561,0.1152850016951561,0.117807000875473,0.1112819984555244,0.1133470013737678,314761939.0
2020-08-27,0.1068240031599998,0.1068240031599998,0.1161139979958534,0.1044090017676353,0.1152580007910728,361935074.0
2020-08-28,0.1094530001282692,0.1094530001282692,0.1107700020074844,0.1063520014286041,0.1068750023841857,275672160.0
2020-08-29,0.1167119964957237,0.1167119964957237,0.117646999657154,0.1087820008397102,0.1094740033149719,315465776.0
2020-08-30,0.1174369975924491,0.1174369975924491,0.1183819994330406,0.1142859980463981,0.1166680008172988,297044001.0
2020-08-31,0.1226880028843879,0.1226880028843879,0.1264079958200454,0.1136170029640197,0.1174930036067962,453559242.0
2020-09-01,0.1254110038280487,0.1254110038280487,0.127359002828598,0.1200179979205131,0.1226100027561187,451299015.0
2020-09-02,0.1156129986047744,0.1156129986047744,0.1264519989490509,0.112024001777172,0.1254770010709762,427391907.0
2020-09-03,0.0961539968848228,0.0961539968848228,0.1164230033755302,0.0955720022320747,0.1155380010604858,486369863.0
2020-09-04,0.1024449989199638,0.1024449989199638,0.1040109992027282,0.0940819978713989,0.0959869995713234,514623980.0
2020-09-05,0.0899230018258094,0.0899230018258094,0.1039619967341423,0.0874010026454925,0.1023899987339973,481176027.0
2020-09-06,0.0930600017309188,0.0930600017309188,0.0951889976859092,0.0868389979004859,0.0899230018258094,454580262.0
2020-09-07,0.0933329984545707,0.0933329984545707,0.0938429981470108,0.0869299992918968,0.0930719971656799,463220962.0
2020-09-08,0.0910110026597976,0.0910110026597976,0.0965740010142326,0.0889229997992515,0.0932369977235794,610082647.0
2020-09-09,0.0933490023016929,0.0933490023016929,0.0957449972629547,0.0897630006074905,0.0911490023136138,572617714.0
2020-09-10,0.0971560031175613,0.0971560031175613,0.0996889993548393,0.0934330001473426,0.0934330001473426,809239667.0
2020-09-11,0.0969889983534812,0.0969889983534812,0.0975259989500045,0.0932959988713264,0.0971560031175613,771197364.0
2020-09-12,0.0975980013608932,0.0975980013608932,0.0987100005149841,0.0953200012445449,0.0971119999885559,699214253.0
2020-09-13,0.0948560014367103,0.0948560014367103,0.0997510030865669,0.0929379984736442,0.0975980013608932,771663333.0
2020-09-14,0.0967689976096153,0.0967689976096153,0.0981789976358413,0.09357900172472,0.0949060022830963,851692144.0
2020-09-15,0.0934960022568702,0.0934960022568702,0.0979320034384727,0.093308001756668,0.0968089997768402,813329601.0
2020-09-16,0.0916500017046928,0.0916500017046928,0.0936859995126724,0.0899299979209899,0.0933979973196983,822410832.0
2020-09-17,0.0942170023918151,0.0942170023918151,0.0945120006799697,0.0910689979791641,0.0916550010442733,825621808.0
2020-09-18,0.0910810008645057,0.0910810008645057,0.0942170023918151,0.0900150015950203,0.0942170023918151,699241251.0
2020-09-19,0.0916569977998733,0.0916569977998733,0.0930700004100799,0.0906319990754127,0.0908840000629425,617795834.0
2020-09-20,0.0894329994916915,0.0894329994916915,0.092239998281002,0.0883610025048255,0.0916619971394538,682896131.0
2020-09-21,0.0804279968142509,0.0804279968142509,0.0902850031852722,0.0784249976277351,0.0894590020179748,566692194.0
2020-09-22,0.0817539989948272,0.0817539989948272,0.0830340012907981,0.0798679962754249,0.0804480016231536,316907647.0
2020-09-23,0.0767629966139793,0.0767629966139793,0.0826530009508133,0.0762569978833198,0.0815699994564056,501076416.0
2020-09-24,0.0828170031309127,0.0828170031309127,0.0835139974951744,0.0758860036730766,0.0767669975757598,596569914.0
2020-09-25,0.0968450009822845,0.0968450009822845,0.0979970023036003,0.0826520025730133,0.0827910006046295,904408695.0
2020-09-26,0.0955640003085136,0.0955640003085136,0.0993959978222847,0.0928279981017112,0.0969050005078315,649321135.0
2020-09-27,0.1012869998812675,0.1012869998812675,0.1023110002279281,0.0948090031743049,0.0955189988017082,727996428.0
