Date,LINK-USD_ADJCLOSE,LINK-USD_CLOSE,LINK-USD_HIGH,LINK-USD_LOW,LINK-USD_OPEN,LINK-USD_VOLUME
2020-02-02,2.832581043243408,2.832581043243408,2.892693042755127,2.738210916519165,2.839730024337769,135278751.0
2020-02-03,2.7746589183807373,2.7746589183807373,2.862968921661377,2.7577741146087646,2.8315110206604004,128902317.0
2020-02-04,2.7411210536956787,2.7411210536956787,2.800909996032715,2.6864891052246094,2.774677038192749,134721884.0
2020-02-05,2.8456289768218994,2.8456289768218994,2.874556064605713,2.730700969696045,2.740072011947632,157306879.0
2020-02-06,2.884681940078736,2.884681940078736,2.92970609664917,2.809412002563477,2.845249891281128,165611492.0
2020-02-07,3.3085319995880127,3.3085319995880127,3.353101968765259,2.883168935775757,2.8841609954833984,380527539.0
2020-02-08,3.414457082748413,3.414457082748413,3.454267978668213,3.147258043289185,3.299607992172241,305697106.0
2020-02-09,3.477313041687012,3.477313041687012,3.478377103805542,3.2716081142425537,3.412976026535034,227524199.0
2020-02-10,3.4114840030670166,3.4114840030670166,3.484994888305664,3.2932560443878174,3.4836740493774414,232733529.0
2020-02-11,3.9755589962005615,3.9755589962005615,3.9755589962005615,3.357999086380005,3.410835027694702,388126746.0
2020-02-12,4.025118827819824,4.025118827819824,4.194424152374268,3.868556022644043,3.975200891494751,455111359.0
2020-02-13,3.874434947967529,3.874434947967529,4.091565132141113,3.7681610584259033,4.017292022705078,336049071.0
2020-02-14,4.41437292098999,4.41437292098999,4.472705841064453,3.810856103897095,3.875108003616333,416798319.0
2020-02-15,4.304660797119141,4.304660797119141,4.607384204864502,4.111406803131104,4.41437292098999,498446606.0
2020-02-16,4.504170894622803,4.504170894622803,4.830978870391846,4.145688056945801,4.312032222747803,640799699.0
2020-02-17,4.297008991241455,4.297008991241455,4.549448013305664,3.882564067840576,4.489747047424316,529297131.0
2020-02-18,4.543797016143799,4.543797016143799,4.592680931091309,4.158082008361816,4.296799182891846,431990469.0
2020-02-19,4.4013261795043945,4.4013261795043945,4.820899963378906,4.357399940490723,4.547123908996582,415141905.0
2020-02-20,4.271368980407715,4.271368980407715,4.465522766113281,4.128582954406738,4.398290157318115,404800386.0
2020-02-21,4.292057991027832,4.292057991027832,4.484146118164063,4.211729049682617,4.270018100738525,339638604.0
2020-02-22,4.1029372215271,4.1029372215271,4.335811138153076,4.069707870483398,4.294083118438721,303556869.0
2020-02-23,4.243481159210205,4.243481159210205,4.356912136077881,4.0876288414001465,4.108078956604004,299278626.0
2020-02-24,3.913672924041748,3.913672924041748,4.268898010253906,3.82273006439209,4.241330146789551,343314668.0
2020-02-25,3.51310396194458,3.51310396194458,3.952994108200073,3.51310396194458,3.913309097290039,340819809.0
2020-02-26,3.600724935531616,3.600724935531616,3.8260788917541504,3.3406689167022705,3.512078046798706,505501668.0
2020-02-27,3.9485950469970703,3.9485950469970703,4.110694885253906,3.4586780071258545,3.598227977752685,492056386.0
2020-02-28,4.161910057067871,4.161910057067871,4.19926118850708,3.788724899291992,3.9463140964508057,506674282.0
2020-02-29,4.108541011810303,4.108541011810303,4.351399898529053,4.108337879180908,4.163207054138184,452201071.0
2020-03-01,3.879533052444458,3.879533052444458,4.20423698425293,3.794214010238648,4.10578203201294,423505999.0
2020-03-02,4.2150068283081055,4.2150068283081055,4.313528060913086,3.830100059509277,3.8802530765533447,437170132.0
2020-03-03,4.583631992340088,4.583631992340088,4.657595157623291,4.154643058776856,4.214069843292236,518469329.0
2020-03-04,4.644871234893799,4.644871234893799,4.9504499435424805,4.563704013824463,4.582993984222412,662474676.0
2020-03-05,4.721253871917725,4.721253871917725,4.88531494140625,4.635666847229004,4.642681121826172,542142056.0
2020-03-06,4.678497791290283,4.678497791290283,4.7458977699279785,4.570166110992432,4.720170021057129,384700765.0
2020-03-07,4.344593048095703,4.344593048095703,4.678994178771973,4.340524196624756,4.675084114074707,375742253.0
2020-03-08,4.0896711349487305,4.0896711349487305,4.432005882263184,3.904834985733032,4.346773147583008,554855517.0
2020-03-09,4.063914775848389,4.063914775848389,4.3434739112854,3.676137924194336,4.083906173706055,751627574.0
2020-03-10,4.08493185043335,4.08493185043335,4.204220771789551,3.9509260654449454,4.094791889190674,531064759.0
2020-03-11,3.817517042160034,3.817517042160034,4.106828212738037,3.6006019115448,4.087635040283203,464691611.0
2020-03-12,2.064779043197632,2.064779043197632,3.8340680599212646,1.9682929515838623,3.817239999771118,678674595.0
2020-03-13,2.4211349487304688,2.4211349487304688,2.7146248817443848,1.5068680047988892,2.0634210109710693,905688605.0
2020-03-14,2.1435179710388184,2.1435179710388184,2.5017430782318115,2.0986850261688232,2.425879955291748,448070726.0
2020-03-15,2.109210968017578,2.109210968017578,2.356726884841919,2.0500290393829346,2.143371105194092,440244557.0
2020-03-16,1.779876947402954,1.779876947402954,2.1119940280914307,1.5996659994125366,2.1119940280914307,539952973.0
2020-03-17,1.842805027961731,1.842805027961731,2.046241044998169,1.757125973701477,1.77844500541687,402042487.0
2020-03-18,1.8876999616622925,1.8876999616622925,1.9055830240249636,1.784832000732422,1.8414939641952517,304298998.0
2020-03-19,2.246665954589844,2.246665954589844,2.343813896179199,1.8831729888916016,1.8920530080795288,447725949.0
2020-03-20,2.247900009155273,2.247900009155273,2.6032700538635254,2.0907459259033203,2.24881911277771,526429075.0
2020-03-21,2.271615028381348,2.271615028381348,2.3314249515533447,2.129991054534912,2.248553991317749,317973845.0
2020-03-22,1.9888650178909304,1.9888650178909304,2.314800977706909,1.9641350507736208,2.2728090286254883,295425228.0
2020-03-23,2.23779296875,2.23779296875,2.23779296875,1.9494060277938845,1.9896650314331052,354551260.0
2020-03-24,2.307897090911865,2.307897090911865,2.358652114868164,2.199892997741699,2.233726978302002,321474267.0
2020-03-25,2.2596750259399414,2.2596750259399414,2.3293099403381348,2.215296030044556,2.309504985809326,257497959.0
2020-03-26,2.295137882232666,2.295137882232666,2.295137882232666,2.2282838821411133,2.2592830657958984,209695287.0
2020-03-27,2.174971103668213,2.174971103668213,2.335921049118042,2.174971103668213,2.295300006866455,222982485.0
2020-03-28,2.1367108821868896,2.1367108821868896,2.180166959762573,2.065829038619995,2.175417900085449,234279603.0
2020-03-29,2.025167942047119,2.025167942047119,2.1518259048461914,2.022979021072388,2.13758397102356,178728617.0
2020-03-30,2.153320074081421,2.153320074081421,2.182231903076172,2.0154800415039062,2.024465084075928,220332929.0
2020-03-31,2.270344018936157,2.270344018936157,2.277843952178955,2.122720956802368,2.1497719287872314,239526252.0
2020-04-01,2.2782599925994877,2.2782599925994877,2.2952868938446045,2.161498069763184,2.270344018936157,289006168.0
2020-04-02,2.301708936691284,2.301708936691284,2.389772891998291,2.2659459114074707,2.2746269702911377,294353542.0
2020-04-03,2.3050670623779297,2.3050670623779297,2.379148006439209,2.2866909503936768,2.301745891571045,226925452.0
2020-04-04,2.326212882995605,2.326212882995605,2.326719045639038,2.271449089050293,2.3050670623779297,194260780.0
2020-04-05,2.277324914932251,2.277324914932251,2.3271450996398926,2.2632040977478027,2.326411008834839,161676431.0
2020-04-06,2.513413906097412,2.513413906097412,2.515688896179199,2.2776029109954834,2.277657985687256,325590660.0
2020-04-07,2.717984914779663,2.717984914779663,2.873554944992065,2.524461030960083,2.524461030960083,577910419.0
2020-04-08,3.139040946960449,3.139040946960449,3.2404980659484863,2.714643955230713,2.7207040786743164,518682498.0
2020-04-09,3.3216938972473145,3.3216938972473145,3.449470996856689,3.1310269832611084,3.140662908554077,734770971.0
2020-04-10,3.217099905014038,3.217099905014038,3.32771110534668,2.9744880199432373,3.3222150802612305,748426338.0
2020-04-11,3.282313108444214,3.282313108444214,3.424746036529541,3.0890181064605717,3.217099905014038,653196770.0
2020-04-12,3.4626119136810303,3.4626119136810303,3.589920997619629,3.186141014099121,3.287004947662353,712633668.0
2020-04-13,3.369805097579956,3.369805097579956,3.467358112335205,3.307966947555542,3.467358112335205,663413131.0
2020-04-14,3.236891984939575,3.236891984939575,3.438153982162476,3.230804920196533,3.373528957366944,497025727.0
2020-04-15,3.1290149688720703,3.1290149688720703,3.3065900802612305,3.128572940826416,3.2406930923461914,425648503.0
2020-04-16,3.4686479568481445,3.4686479568481445,3.5157220363616943,3.0189900398254395,3.1300110816955566,599436392.0
2020-04-17,3.477046012878418,3.477046012878418,3.5285449028015137,3.4103970527648926,3.4748311042785645,431088440.0
2020-04-18,3.783458948135376,3.783458948135376,3.801482915878296,3.476430892944336,3.478847026824951,517130842.0
2020-04-19,3.63756799697876,3.63756799697876,3.8063039779663086,3.5883378982543945,3.781353950500488,497819796.0
2020-04-20,3.458327054977417,3.458327054977417,3.782010078430176,3.431947946548462,3.6364200115203857,511701400.0
2020-04-21,3.476279020309448,3.476279020309448,3.57875394821167,3.432499885559082,3.454817056655884,386134896.0
2020-04-22,3.678814888000488,3.678814888000488,3.696639060974121,3.460779905319214,3.474642038345337,419768838.0
2020-04-23,3.72500991821289,3.72500991821289,3.822026014328003,3.634202003479004,3.6801540851593018,458394827.0
2020-04-24,3.804795026779175,3.804795026779175,3.89466404914856,3.731252908706665,3.735023021697998,356971612.0
2020-04-25,3.803087949752808,3.803087949752808,3.8878579139709473,3.777780055999756,3.804563045501709,326366096.0
2020-04-26,3.716778039932251,3.716778039932251,3.830337047576904,3.696692943572998,3.8024110794067374,373262888.0
2020-04-27,3.641899108886719,3.641899108886719,3.742609977722168,3.496061086654663,3.720202922821045,418502740.0
2020-04-28,3.6753249168396,3.6753249168396,3.736406087875366,3.595576047897339,3.6429951190948486,336584772.0
2020-04-29,3.906069040298462,3.906069040298462,3.963845014572144,3.646955966949463,3.6787478923797607,479767865.0
2020-04-30,3.720477104187012,3.720477104187012,3.9627981185913086,3.680885076522827,3.907042026519776,469432714.0
2020-05-01,3.783184051513672,3.783184051513672,3.911731004714966,3.716373920440674,3.720477104187012,387173588.0
2020-05-02,3.822182893753052,3.822182893753052,3.868791103363037,3.767915964126587,3.7818000316619873,312851882.0
2020-05-03,3.722168922424317,3.722168922424317,3.86879301071167,3.667546033859253,3.823708057403565,332486849.0
2020-05-04,3.767899990081787,3.767899990081787,3.825416088104248,3.5401060581207275,3.7209300994873047,400808105.0
2020-05-05,3.687693119049072,3.687693119049072,3.804161071777344,3.6754629611968994,3.769418954849243,307442156.0
2020-05-06,3.636457920074463,3.636457920074463,3.765649080276489,3.633852005004883,3.6819870471954346,330568230.0
2020-05-07,3.754018068313599,3.754018068313599,3.830075979232788,3.5780999660491943,3.638045072555542,415098619.0
2020-05-08,3.8221089839935294,3.8221089839935294,3.861372947692871,3.705874919891357,3.755024909973145,394360542.0
2020-05-09,4.040320873260498,4.040320873260498,4.179734230041504,3.797805070877075,3.82074499130249,596770802.0
2020-05-10,3.761324882507324,3.761324882507324,4.037355899810791,3.6007630825042725,4.037355899810791,614483574.0
2020-05-11,3.5850648880004883,3.5850648880004883,3.822848081588745,3.409658908843994,3.763223886489868,465004956.0
2020-05-12,3.692373991012573,3.692373991012573,3.7906339168548575,3.559628963470459,3.5884149074554443,358470475.0
2020-05-13,3.7604238986968994,3.7604238986968994,3.802369117736816,3.668020009994507,3.69050407409668,319801650.0
2020-05-14,3.799386978149414,3.799386978149414,3.849008083343506,3.703131914138794,3.756982088088989,376043732.0
2020-05-15,3.6746530532836914,3.6746530532836914,3.837192058563232,3.649991035461426,3.798476934432984,326992724.0
2020-05-16,3.7600948810577393,3.7600948810577393,3.78499698638916,3.6301538944244394,3.67318606376648,298753874.0
2020-05-17,3.7843289375305176,3.7843289375305176,3.8385770320892334,3.7553670406341553,3.7584269046783447,324792191.0
2020-05-18,3.885345935821533,3.885345935821533,3.941819906234741,3.782275915145874,3.784677028656006,384696302.0
2020-05-19,3.922476053237915,3.922476053237915,3.922658920288086,3.7945010662078857,3.884805917739868,342003354.0
2020-05-20,4.071049213409424,4.071049213409424,4.122751235961914,3.920516014099121,3.92220401763916,501477865.0
2020-05-21,3.8477509021759033,3.8477509021759033,4.149264812469482,3.767086982727051,4.074099063873291,475890242.0
2020-05-22,4.070281982421875,4.070281982421875,4.118733882904053,3.812580108642578,3.846107006072998,391293983.0
2020-05-23,3.9550609588623047,3.9550609588623047,4.0972208976745605,3.926330089569092,4.067676067352295,350387118.0
2020-05-24,3.836322069168091,3.836322069168091,4.02267599105835,3.835856914520264,3.953497886657715,338608148.0
2020-05-25,3.8699328899383545,3.8699328899383545,3.90187406539917,3.80216908454895,3.827349901199341,319542427.0
2020-05-26,3.8362770080566406,3.8362770080566406,3.88032603263855,3.788166046142578,3.868339061737061,294932100.0
2020-05-27,3.8577029705047607,3.8577029705047607,3.919543981552124,3.816481113433838,3.8362770080566406,303730714.0
2020-05-28,4.025351047515869,4.025351047515869,4.03584623336792,3.840473890304565,3.857870101928711,317138604.0
2020-05-29,3.986593961715698,3.986593961715698,4.107283115386963,3.958908081054688,4.028436183929443,328730888.0
2020-05-30,4.168448925018311,4.168448925018311,4.16874885559082,3.9480950832366943,3.988126993179321,356995900.0
2020-05-31,4.129938125610352,4.129938125610352,4.259027004241943,4.063654899597168,4.167991161346436,378972618.0
2020-06-01,4.380641937255859,4.380641937255859,4.471899032592773,4.124889850616455,4.1323018074035645,491355312.0
2020-06-02,4.386834144592285,4.386834144592285,4.606598854064941,4.215248107910156,4.378785133361816,447755930.0
2020-06-03,4.490728855133057,4.490728855133057,4.5350260734558105,4.32145881652832,4.388883113861084,347465695.0
2020-06-04,4.433020114898682,4.433020114898682,4.50584888458252,4.318118095397949,4.489376068115234,318417019.0
2020-06-05,4.377437114715576,4.377437114715576,4.488824844360352,4.3590850830078125,4.4333109855651855,298753116.0
2020-06-06,4.342623233795166,4.342623233795166,4.412961006164551,4.326351165771484,4.377437114715576,270796645.0
2020-06-07,4.34993314743042,4.34993314743042,4.400476932525635,4.238164901733398,4.343420028686523,282338155.0
2020-06-08,4.45782995223999,4.45782995223999,4.45782995223999,4.329157829284668,4.34972620010376,283855463.0
2020-06-09,4.450149059295654,4.450149059295654,4.483732223510742,4.38678503036499,4.459242820739746,305409412.0
2020-06-10,4.420300960540772,4.420300960540772,4.4513468742370605,4.339416027069092,4.450753211975098,294672252.0
2020-06-11,3.9712119102478023,3.9712119102478023,4.455309867858887,3.936310052871704,4.420209884643555,352495642.0
2020-06-12,4.090941905975342,4.090941905975342,4.178534984588623,3.8941409587860103,3.976335048675537,327861604.0
2020-06-13,4.11465311050415,4.11465311050415,4.124667167663574,4.022387027740479,4.091304779052734,268974930.0
2020-06-14,3.955013036727905,3.955013036727905,4.11690616607666,3.955013036727905,4.114292144775391,259255316.0
2020-06-15,3.933902978897095,3.933902978897095,3.993211030960083,3.679600954055786,3.955013036727905,368088618.0
2020-06-16,4.0487141609191895,4.0487141609191895,4.084105014801025,3.901948928833008,3.932730913162232,300222404.0
2020-06-17,4.163669109344482,4.163669109344482,4.170400142669678,3.995388984680176,4.04899787902832,319675762.0
2020-06-18,4.168980121612549,4.168980121612549,4.233524799346924,4.118673801422119,4.163669109344482,299551097.0
2020-06-19,4.079961776733398,4.079961776733398,4.188111782073975,4.0538649559021,4.166748046875,285917523.0
2020-06-20,4.170770168304443,4.170770168304443,4.213245868682861,4.051276206970215,4.079961776733398,300428191.0
2020-06-21,4.189149856567383,4.189149856567383,4.210525989532471,4.153770923614502,4.172563076019287,260111856.0
2020-06-22,4.4679341316223145,4.4679341316223145,4.470361232757568,4.185729026794434,4.189326763153076,354320997.0
2020-06-23,4.8062520027160645,4.8062520027160645,4.943842887878418,4.407520771026611,4.464268207550049,524401734.0
2020-06-24,4.719017028808594,4.719017028808594,4.9341559410095215,4.547306060791016,4.808690071105957,477169366.0
2020-06-25,4.814206123352051,4.814206123352051,4.8244309425354,4.547369956970215,4.714187145233154,417488409.0
2020-06-26,4.680805206298828,4.680805206298828,4.860595226287842,4.662483215332031,4.811047077178955,366958108.0
2020-06-27,4.426551818847656,4.426551818847656,4.701204776763916,4.373350143432617,4.679469108581543,348981374.0
2020-06-28,4.563483238220215,4.563483238220215,4.629578113555908,4.376414775848389,4.426551818847656,329798147.0
2020-06-29,4.617929935455322,4.617929935455322,4.6526780128479,4.445292949676514,4.567780017852783,321184231.0
2020-06-30,4.569189071655273,4.569189071655273,4.66851806640625,4.554086208343506,4.61474609375,287882848.0
2020-07-01,4.698256015777588,4.698256015777588,4.740478992462158,4.530694007873535,4.568796157836914,320994716.0
2020-07-02,4.846618175506592,4.846618175506592,4.912622928619385,4.670608043670654,4.709296226501465,429438118.0
2020-07-03,4.744166851043701,4.744166851043701,4.90726900100708,4.7294230461120605,4.848127841949463,348151084.0
2020-07-04,4.804557800292969,4.804557800292969,4.849112987518311,4.722372055053711,4.741215229034424,312019710.0
2020-07-05,4.7421698570251465,4.7421698570251465,4.837005138397217,4.647282123565674,4.808465957641602,319512653.0
2020-07-06,5.365053176879883,5.365053176879883,5.385353088378906,4.73743200302124,4.7421698570251465,579868604.0
2020-07-07,5.712817192077637,5.712817192077637,5.856581211090088,5.324241161346436,5.355996131896973,743372951.0
2020-07-08,6.475725173950195,6.475725173950195,6.51307487487793,5.633351802825928,5.713980197906494,942253863.0
2020-07-09,6.104310989379883,6.104310989379883,6.4820661544799805,5.799435138702393,6.475725173950195,726623133.0
2020-07-10,6.138474941253662,6.138474941253662,6.177725791931152,5.750669002532959,6.101553916931152,594988189.0
2020-07-11,6.119687080383301,6.119687080383301,6.240691184997559,6.00269079208374,6.138028144836426,434708823.0
2020-07-12,7.309183120727539,7.309183120727539,7.317674160003662,6.110083103179932,6.114736080169678,949141174.0
2020-07-13,7.182291030883789,7.182291030883789,8.329726219177246,6.928804874420166,7.309183120727539,1478593081.0
2020-07-14,8.10346508026123,8.10346508026123,8.25064468383789,7.042455196380615,7.1739420890808105,1180730236.0
2020-07-15,8.643122673034668,8.643122673034668,8.743487358093262,7.864115238189697,8.103979110717773,1162846199.0
2020-07-16,8.337705612182617,8.337705612182617,8.79524040222168,8.0531587600708,8.63992977142334,1096087198.0
2020-07-17,8.28039264678955,8.28039264678955,8.551612854003906,8.216571807861328,8.347770690917969,688997844.0
2020-07-18,7.959280014038086,7.959280014038086,8.274662017822266,7.793449878692627,8.274662017822266,733281755.0
2020-07-19,8.065190315246582,8.065190315246582,8.16702938079834,7.808193206787109,7.958869934082031,555719580.0
2020-07-20,7.272983074188232,7.272983074188232,8.10698127746582,7.2447099685668945,8.06679630279541,674658006.0
2020-07-21,7.281577110290527,7.281577110290527,7.640572071075439,7.061394214630127,7.261944770812988,685213978.0
2020-07-22,7.466975212097168,7.466975212097168,7.594724178314209,7.09230899810791,7.278392791748047,641161938.0
2020-07-23,7.874476909637451,7.874476909637451,8.03549861907959,7.422850131988525,7.4661688804626465,726843306.0
2020-07-24,7.432153224945068,7.432153224945068,7.897801876068115,7.407200813293457,7.874666213989258,560444025.0
2020-07-25,7.6578240394592285,7.6578240394592285,7.769492149353027,7.406814098358154,7.437191963195801,567102975.0
2020-07-26,7.49900484085083,7.49900484085083,7.903680801391602,7.331561088562012,7.656191825866699,693139972.0
2020-07-27,7.095582962036133,7.095582962036133,7.494194984436035,6.583508014678955,7.490935802459717,921616285.0
2020-07-28,7.22346019744873,7.22346019744873,7.388029098510742,6.923423767089844,7.091757774353027,592707771.0
2020-07-29,7.116083145141602,7.116083145141602,7.468140125274658,7.030922889709473,7.223114967346191,577077884.0
2020-07-30,7.4169921875,7.4169921875,7.555014133453369,7.047039985656738,7.114583969116211,605829268.0
2020-07-31,7.77291202545166,7.77291202545166,7.836711883544922,7.4133219718933105,7.4133219718933105,674556974.0
2020-08-01,8.304458618164062,8.304458618164062,8.386368751525879,7.649139881134033,7.77291202545166,757545560.0
2020-08-02,8.27177619934082,8.27177619934082,8.676111221313477,7.474882125854492,8.308259010314941,1281614849.0
2020-08-03,9.164758682250977,9.164758682250977,9.202513694763184,8.178178787231445,8.271557807922363,944680773.0
2020-08-04,9.821836471557615,9.821836471557615,9.930109024047852,9.097128868103027,9.164507865905762,1400412714.0
2020-08-05,9.5587739944458,9.5587739944458,9.851597785949709,9.419011116027832,9.832139015197754,961098081.0
2020-08-06,10.140254974365234,10.140254974365234,10.16872215270996,9.495111465454102,9.55409336090088,930966731.0
2020-08-07,10.06336498260498,10.06336498260498,10.188631057739258,9.396868705749512,10.147916793823242,1084341900.0
2020-08-08,12.689207077026367,12.689207077026367,13.703143119812012,9.990671157836914,10.079673767089844,2483258217.0
2020-08-09,13.853204727172852,13.853204727172852,14.35521411895752,12.130884170532228,12.711090087890623,2749237741.0
2020-08-10,13.441035270690918,13.441035270690918,13.94233226776123,12.878403663635254,13.843441009521484,1965617198.0
2020-08-11,13.105990409851074,13.105990409851074,13.495758056640623,12.344608306884766,13.45556640625,1621590153.0
2020-08-12,16.621543884277344,16.621543884277344,16.749156951904297,12.679354667663574,13.0977783203125,2657494080.0
2020-08-13,17.32600212097168,17.32600212097168,18.432138442993164,16.208894729614258,16.642940521240234,3691726917.0
2020-08-14,16.92643165588379,16.92643165588379,17.786415100097656,16.492122650146484,17.34869384765625,1797902764.0
2020-08-15,19.098751068115234,19.098751068115234,19.578197479248047,16.61625862121582,16.915672302246094,2623596923.0
2020-08-16,18.80418586730957,18.80418586730957,19.851821899414062,18.67695426940918,19.11224937438965,1672318397.0
2020-08-17,16.70554542541504,16.70554542541504,19.60133934020996,16.421676635742188,18.80418586730957,1851120442.0
2020-08-18,16.241374969482422,16.241374969482422,17.662019729614258,15.181785583496094,16.78369140625,3107415351.0
2020-08-19,16.2399845123291,16.2399845123291,17.193843841552734,15.113743782043455,16.213159561157227,2269980597.0
2020-08-20,16.091297149658203,16.091297149658203,16.728391647338867,15.853572845458984,16.21553611755371,1441868241.0
2020-08-21,13.80085563659668,13.80085563659668,16.113767623901367,13.168423652648926,16.09039878845215,2545002567.0
2020-08-22,15.96019172668457,15.96019172668457,16.239309310913086,13.829764366149902,13.834607124328612,1966563137.0
2020-08-23,15.174675941467283,15.174675941467283,15.96497631072998,14.797929763793944,15.910228729248049,1286304278.0
2020-08-24,15.18336009979248,15.18336009979248,15.814520835876465,14.794072151184082,15.157313346862791,1148602183.0
2020-08-25,14.216811180114746,14.216811180114746,15.441283226013184,13.760788917541504,15.134720802307127,1396339667.0
2020-08-26,15.251754760742188,15.251754760742188,15.594225883483888,14.147561073303224,14.234516143798828,1323937547.0
2020-08-27,14.497711181640623,14.497711181640623,15.494385719299316,14.145217895507812,15.22918701171875,1285283437.0
2020-08-28,15.156061172485352,15.156061172485352,15.435062408447266,14.309508323669434,14.501261711120604,975535521.0
2020-08-29,16.56707763671875,16.56707763671875,16.90587043762207,15.021623611450195,15.167725563049316,1982820767.0
2020-08-30,16.472963333129883,16.472963333129883,17.656837463378906,16.442018508911133,16.525114059448242,1833942061.0
2020-08-31,15.708488464355469,15.708488464355469,16.92058563232422,15.708488464355469,16.504047393798828,1431004361.0
2020-09-01,16.121492385864258,16.121492385864258,16.483070373535156,15.337958335876465,15.67480754852295,1602445973.0
2020-09-02,14.8973970413208,14.8973970413208,16.389955520629883,14.27182674407959,16.11862564086914,1440207730.0
2020-09-03,12.016677856445312,12.016677856445312,14.981986045837402,11.67977237701416,14.958319664001465,1702199859.0
2020-09-04,12.492865562438965,12.492865562438965,12.918801307678224,11.268916130065918,12.011467933654783,1796655505.0
2020-09-05,10.611472129821776,10.611472129821776,12.767094612121582,9.522486686706545,12.507908821105955,1906501660.0
2020-09-06,12.913728713989258,12.913728713989258,13.173912048339844,9.943312644958496,10.611472129821776,1953997882.0
2020-09-07,12.426576614379885,12.426576614379885,13.186553955078123,11.417441368103027,12.885663032531738,1891052112.0
2020-09-08,11.785032272338867,11.785032272338867,12.718875885009766,11.26616382598877,12.444644927978516,1393552853.0
2020-09-09,12.37729263305664,12.37729263305664,12.623769760131836,11.50657081604004,11.785999298095703,1212963346.0
2020-09-10,12.551313400268556,12.551313400268556,13.195425033569336,12.30189037322998,12.37838077545166,4019748249.0
2020-09-11,12.501497268676758,12.501497268676758,12.722271919250488,12.059423446655272,12.551313400268556,3397578038.0
2020-09-12,12.769030570983888,12.769030570983888,12.770203590393066,12.122137069702148,12.497035026550291,3524744647.0
2020-09-13,11.993545532226562,11.993545532226562,13.18435001373291,11.84650993347168,12.769030570983888,3644243871.0
2020-09-14,12.119579315185549,12.119579315185549,12.431245803833008,11.728035926818848,11.974480628967283,1249919309.0
2020-09-15,10.978154182434082,10.978154182434082,12.214682579040527,10.82880687713623,12.112605094909668,1195560378.0
2020-09-16,10.761816024780272,10.761816024780272,11.287084579467772,10.565303802490234,10.975418090820312,1153746184.0
2020-09-17,10.988880157470703,10.988880157470703,11.610639572143556,10.542794227600098,10.75589084625244,1259649199.0
2020-09-18,10.081642150878906,10.081642150878906,11.154339790344238,9.901496887207031,10.988880157470703,1114418785.0
2020-09-19,10.147276878356934,10.147276878356934,10.49340534210205,9.955703735351562,10.06569004058838,873109762.0
2020-09-20,9.768121719360352,9.768121719360352,10.582036972045898,9.604192733764648,10.14325714111328,951116672.0
2020-09-21,8.759941101074219,8.759941101074219,9.90151596069336,8.617021560668945,9.75564956665039,1586349748.0
2020-09-22,8.764184951782227,8.764184951782227,9.076180458068848,8.671488761901855,8.748176574707031,959332861.0
2020-09-23,7.702259063720703,7.702259063720703,8.800617218017578,7.497208118438721,8.738750457763672,1571651694.0
2020-09-24,9.817477226257324,9.817477226257324,10.348505020141602,7.563651084899902,7.6709208488464355,2513427425.0
2020-09-25,10.711363792419434,10.711363792419434,11.121983528137209,9.473030090332031,9.846246719360352,2342555820.0
2020-09-26,10.34165859222412,10.34165859222412,10.997270584106444,10.07176113128662,10.719186782836914,1705834656.0
2020-09-27,10.76908016204834,10.76908016204834,10.937078475952148,10.000924110412598,10.33487319946289,1452956505.0
2020-09-28,10.333558082580566,10.333558082580566,10.998226165771484,10.295668601989746,10.78055191040039,1421267282.0
2020-09-29,10.115015983581545,10.115015983581545,10.347912788391112,9.499608039855955,10.297882080078123,1656880792.0
2020-09-30,9.85120964050293,9.85120964050293,10.13078498840332,9.629398345947266,10.13078498840332,1235486778.0
2020-10-01,9.64990520477295,9.64990520477295,10.373127937316896,9.453802108764648,9.871625900268556,1426296389.0
2020-10-02,9.22470474243164,9.22470474243164,9.767682075500488,8.86952018737793,9.636804580688477,1575691671.0
2020-10-03,9.304492950439451,9.304492950439451,9.528505325317385,9.150334358215332,9.21754264831543,740099523.0
2020-10-04,9.40491008758545,9.40491008758545,9.449482917785645,9.17962646484375,9.31352996826172,733335838.0
2020-10-05,9.623703002929688,9.623703002929688,9.698630332946776,9.32040786743164,9.407215118408203,1114063226.0
2020-10-06,8.779272079467773,8.779272079467773,9.630041122436523,8.679813385009766,9.627351760864258,1107581245.0
2020-10-07,8.957850456237793,8.957850456237793,9.011452674865724,8.465344429016113,8.776006698608398,1011459545.0
2020-10-08,9.508817672729492,9.508817672729492,9.620088577270508,8.512158393859863,8.991769790649414,1444612730.0
2020-10-09,10.346901893615724,10.346901893615724,10.46921730041504,9.370473861694336,9.523988723754885,1678061807.0
2020-10-10,10.524792671203612,10.524792671203612,10.814597129821776,10.391740798950195,10.392461776733398,1370779935.0
2020-10-11,10.847407341003418,10.847407341003418,10.966937065124512,10.205854415893556,10.51791000366211,1339565194.0
2020-10-12,11.452909469604492,11.452909469604492,11.74736213684082,10.708419799804688,10.83853816986084,1864848583.0
2020-10-13,10.995448112487791,10.995448112487791,11.534507751464844,10.722405433654783,11.431758880615234,1460104539.0
2020-10-14,10.949109077453612,10.949109077453612,11.287188529968262,10.650033950805664,10.992676734924316,1280567851.0
2020-10-15,10.737751960754396,10.737751960754396,10.924160957336426,10.523789405822754,10.924160957336426,1148852514.0
